Method,LOC,V,v(G),MI
org.apache.commons.configuration2.TestCombinedConfiguration.testSetNodeCombiner(),12,55,1,64.13823375
org.apache.commons.configuration2.TestCombinedConfiguration.testSetNodeCombinerSynchronized(),11,38,1,66.08692898
org.apache.commons.configuration2.TestCombinedConfiguration.testSetNullNodeCombiner(),8,15,1,71.93051812
org.apache.commons.configuration2.TestCombinedConfiguration.testSubConfigurationWithUpdates(),15,121,1,59.6265941
org.apache.commons.configuration2.TestCombinedConfiguration.testUpdateContainedConfiguration(),14,80,1,61.53844021
org.apache.commons.configuration2.TestCompositeConfiguration.checkSetListDelimiterHandler(),18,144,1,57.37014524
org.apache.commons.configuration2.TestCompositeConfiguration.installSynchronizer(),13,41,1,64.27324308
org.apache.commons.configuration2.TestCompositeConfiguration.prepareInterpolationTest(),15,120,1,59.65183022
org.apache.commons.configuration2.TestCompositeConfiguration.setUp(),20,187,1,55.57741074
org.apache.commons.configuration2.TestCompositeConfiguration.setUpSourceTest(),8,20,1,71.05569544
org.apache.commons.configuration2.TestCompositeConfiguration.testAddConfigurationSynchronized(),10,33,1,67.41887846
org.apache.commons.configuration2.TestCompositeConfiguration.testAddFirstRemoveConfigurations(),14,164,1,59.35553558
org.apache.commons.configuration2.TestCompositeConfiguration.testAddRemoveConfigurations(),14,164,1,59.35553558
org.apache.commons.configuration2.TestCompositeConfiguration.testAddingProperty(),18,206,1,56.28129909
org.apache.commons.configuration2.TestCompositeConfiguration.testCantRemoveMemoryConfig(),9,68,1,66.21843379
org.apache.commons.configuration2.TestCompositeConfiguration.testCheckingInMemoryConfiguration(),26,199,3,52.63371403
org.apache.commons.configuration2.TestCompositeConfiguration.testClearingProperty(),11,66,1,64.40812393
org.apache.commons.configuration2.TestCompositeConfiguration.testClone(),19,278,2,54.72307529
org.apache.commons.configuration2.TestCompositeConfiguration.testCloneEventListener(),11,55,1,64.96255206
org.apache.commons.configuration2.TestCompositeConfiguration.testCloneInterpolation(),10,30,1,67.70871059
org.apache.commons.configuration2.TestCompositeConfiguration.testCloneNotSupported(),10,22,1,68.65187178
org.apache.commons.configuration2.TestCompositeConfiguration.testDefaultValueWhenKeyMissing(),12,113,1,61.94859393
org.apache.commons.configuration2.TestCompositeConfiguration.testEventAddProperty(),13,101,1,61.53169223
org.apache.commons.configuration2.TestCompositeConfiguration.testEventClearProperty(),18,178,1,56.72555735
org.apache.commons.configuration2.TestCompositeConfiguration.testEventSetProperty(),13,101,1,61.53169223
org.apache.commons.configuration2.TestCompositeConfiguration.testGetConfigurationSynchronized(),10,48,1,66.27945979
org.apache.commons.configuration2.TestCompositeConfiguration.testGetInMemoryConfigurationSynchronized(),10,28,1,67.91851347
org.apache.commons.configuration2.TestCompositeConfiguration.testGetKeys2PreservesOrder(),23,227,4,53.26038223
org.apache.commons.configuration2.TestCompositeConfiguration.testGetKeysPreservesOrder(),23,215,4,53.42554149
org.apache.commons.configuration2.TestCompositeConfiguration.testGetList(),27,378,1,50.59414793
org.apache.commons.configuration2.TestCompositeConfiguration.testGetListWithInterpolation(),12,68,1,63.49302468
org.apache.commons.configuration2.TestCompositeConfiguration.testGetNumberOfConfigurationsSynchronized(),12,43,1,64.88670858
org.apache.commons.configuration2.TestCompositeConfiguration.testGetProperty(),16,180,1,57.80741934
org.apache.commons.configuration2.TestCompositeConfiguration.testGetPropertyMissing(),17,166,2,57.34479961
org.apache.commons.configuration2.TestCompositeConfiguration.testGetPropertyWIncludes(),8,59,1,67.76599551
org.apache.commons.configuration2.TestCompositeConfiguration.testGetSourceInMemory(),12,48,1,64.55220293
org.apache.commons.configuration2.TestCompositeConfiguration.testGetSourceMultiple(),12,51,1,64.36784736
org.apache.commons.configuration2.TestCompositeConfiguration.testGetSourceNull(),9,15,1,70.81467883
org.apache.commons.configuration2.TestCompositeConfiguration.testGetSourceSingle(),12,44,1,64.81679893
org.apache.commons.configuration2.TestCompositeConfiguration.testGetSourceUnknown(),9,24,1,69.38542803
org.apache.commons.configuration2.TestCompositeConfiguration.testGetStringArrayWithInterpolation(),11,62,1,64.59824431
org.apache.commons.configuration2.TestCompositeConfiguration.testGetStringWithDefaults(),28,264,3,51.07213544
org.apache.commons.configuration2.TestCompositeConfiguration.testGettingConfiguration(),8,77,1,66.95629171
org.apache.commons.configuration2.TestCompositeConfiguration.testGettingSubset(),16,169,1,57.99917508
org.apache.commons.configuration2.TestCompositeConfiguration.testInstanciateWithCollection(),11,98,1,63.20600333
org.apache.commons.configuration2.TestCompositeConfiguration.testInterpolationArrayReference(),15,106,1,60.02906635
org.apache.commons.configuration2.TestCompositeConfiguration.testInterpolationInMultipleConfigs(),17,114,1,58.62205374
org.apache.commons.configuration2.TestCompositeConfiguration.testList(),18,140,1,57.45581107
org.apache.commons.configuration2.TestCompositeConfiguration.testListInterpolation(),18,195,1,56.44817533
org.apache.commons.configuration2.TestCompositeConfiguration.testMultipleTypesOfConfigs(),14,113,1,60.48821907
org.apache.commons.configuration2.TestCompositeConfiguration.testPropertyExistsInOnlyOneConfig(),7,48,1,69.65848557
org.apache.commons.configuration2.TestCompositeConfiguration.testRemoveConfigurationSynchronized(),10,33,1,67.41887846
org.apache.commons.configuration2.TestCompositeConfiguration.testReplaceInMemoryConfig(),19,193,1,55.96730968
org.apache.commons.configuration2.TestCompositeConfiguration.testSetListDelimiter(),9,19,1,70.09583576
org.apache.commons.configuration2.TestCompositeConfiguration.testSetListDelimiterAfterClear(),11,26,1,67.2409325
org.apache.commons.configuration2.TestCompositeConfiguration.testSetListDelimiterInMemoryConfigNonBaseConfig(),13,43,1,64.12840924
org.apache.commons.configuration2.TestCompositeConfiguration.testSettingMissingProperty(),11,64,1,64.50169857
org.apache.commons.configuration2.TestCompositeConfiguration.testStringArray(),15,93,1,60.42694116
org.apache.commons.configuration2.TestCompositeConfiguration.testStringArrayInterpolation(),14,199,1,58.76730185
org.apache.commons.configuration2.TestCompositeConfiguration.testSubsetCanResolve(),14,131,1,60.03873987
org.apache.commons.configuration2.TestCompositeConfiguration.testThrowExceptionOnMissing(),5,15,1,76.38318408
org.apache.commons.configuration2.TestCompositeConfiguration.testUseChildConfigAsInMemoryConfig(),18,171,1,56.84755967
org.apache.commons.configuration2.TestCompositeConfigurationNonStringProperties.setUp(),12,76,1,63.15479468
org.apache.commons.configuration2.TestConfigurationConverter.createTestConfiguration(),15,113,1,59.83460239
org.apache.commons.configuration2.TestConfigurationConverter.testConfigurationToMap(),9,68,1,66.21843379
org.apache.commons.configuration2.TestConfigurationConverter.testConfigurationToPropertiesDefaultListHandling(),15,140,1,59.18306792
org.apache.commons.configuration2.TestConfigurationConverter.testConfigurationToPropertiesListDelimiterHandler(),12,57,1,64.02961736
org.apache.commons.configuration2.TestConfigurationConverter.testConfigurationToPropertiesNoAbstractConfiguration(),6,190,1,66.93507101
org.apache.commons.configuration2.TestConfigurationConverter.testConfigurationToPropertiesScalarValue(),12,59,1,63.92474711
org.apache.commons.configuration2.TestConfigurationConverter.testPropertiesToConfiguration(),15,201,1,58.08327557
org.apache.commons.configuration2.TestConfigurationLookup.testInitNoConfig(),8,11,1,72.8736793
org.apache.commons.configuration2.TestConfigurationLookup.testLookupComplex(),22,247,3,53.55923562
org.apache.commons.configuration2.TestConfigurationLookup.testLookupNotFound(),10,31,1,67.60899885
org.apache.commons.configuration2.TestConfigurationLookup.testLookupNotFoundEx(),12,44,1,64.81679893
org.apache.commons.configuration2.TestConfigurationLookup.testLookupSuccess(),11,51,1,65.19216567
org.apache.commons.configuration2.TestConfigurationMap.setUp(),12,88,2,62.57448002
org.apache.commons.configuration2.TestConfigurationMap.tearDown(),8,8,1,73.84207661
org.apache.commons.configuration2.TestConfigurationMap.testPut(),15,164,2,58.56741598
org.apache.commons.configuration2.TestConfigurationSet.setUp(),12,88,2,62.57448002
org.apache.commons.configuration2.TestConfigurationSet.tearDown(),8,8,1,73.84207661
org.apache.commons.configuration2.TestConfigurationSet.testIterator(),21,249,4,53.84092482
org.apache.commons.configuration2.TestConfigurationSet.testSize(),4,24,1,77.06792481
org.apache.commons.configuration2.TestConfigurationUtils.CloneableSynchronizer.CloneableSynchronizer(boolean),10,8,1,71.72808507
org.apache.commons.configuration2.TestConfigurationUtils.CloneableSynchronizer.clone(),5,8,1,78.29474257
org.apache.commons.configuration2.TestConfigurationUtils.CloneableSynchronizer.isCloned(),9,8,1,72.72623733
org.apache.commons.configuration2.TestConfigurationUtils.setUp(),5,15,1,76.38318408
org.apache.commons.configuration2.TestConfigurationUtils.tearDown(),5,15,1,76.38318408
org.apache.commons.configuration2.TestConfigurationUtils.testAppend(),22,212,1,54.29290271
org.apache.commons.configuration2.TestConfigurationUtils.testAsEventSourceNonSupportedEx(),8,15,1,71.93051812
org.apache.commons.configuration2.TestConfigurationUtils.testAsEventSourceSupported(),9,26,1,69.1420233
org.apache.commons.configuration2.TestConfigurationUtils.testAsEventSourceUnsupportedMock(),14,98,1,60.92131016
org.apache.commons.configuration2.TestConfigurationUtils.testCloneConfiguration(),13,72,1,62.56091029
org.apache.commons.configuration2.TestConfigurationUtils.testCloneConfigurationNotSupported(),10,15,1,69.81652658
org.apache.commons.configuration2.TestConfigurationUtils.testCloneConfigurationNull(),9,15,1,70.81467883
org.apache.commons.configuration2.TestConfigurationUtils.testCloneIfPossibleError(),5,33,1,73.98553596
org.apache.commons.configuration2.TestConfigurationUtils.testCloneIfPossibleNotSupported(),10,22,1,68.65187178
org.apache.commons.configuration2.TestConfigurationUtils.testCloneIfPossibleNull(),8,15,1,71.93051812
org.apache.commons.configuration2.TestConfigurationUtils.testCloneIfPossibleSupported(),23,180,3,54.10036145
org.apache.commons.configuration2.TestConfigurationUtils.testCloneSynchronizerClone(),12,33,1,65.69162161
org.apache.commons.configuration2.TestConfigurationUtils.testCloneSynchronizerFailed(),8,11,1,72.8736793
org.apache.commons.configuration2.TestConfigurationUtils.testCloneSynchronizerNewInstance(),13,39,1,64.42532155
org.apache.commons.configuration2.TestConfigurationUtils.testCloneSynchronizerNoOp(),9,18,1,70.26025071
org.apache.commons.configuration2.TestConfigurationUtils.testCloneSynchronizerNull(),8,11,1,72.8736793
org.apache.commons.configuration2.TestConfigurationUtils.testConvertHierarchicalToHierarchical(),12,39,1,65.18362089
org.apache.commons.configuration2.TestConfigurationUtils.testConvertHierarchicalToHierarchicalEngine(),15,55,1,62.02424221
org.apache.commons.configuration2.TestConfigurationUtils.testConvertHierarchicalToHierarchicalNullEngine(),18,70,1,59.56362705
org.apache.commons.configuration2.TestConfigurationUtils.testConvertNullToHierarchical(),10,15,1,69.81652658
org.apache.commons.configuration2.TestConfigurationUtils.testConvertToHierarchical(),22,211,3,54.03827483
org.apache.commons.configuration2.TestConfigurationUtils.testConvertToHierarchicalDelimiters(),17,102,1,58.96028374
org.apache.commons.configuration2.TestConfigurationUtils.testConvertToHierarchicalEngine(),20,144,1,56.37199299
org.apache.commons.configuration2.TestConfigurationUtils.testConvertToHierarchicalMultiValues(),16,138,1,58.61540558
org.apache.commons.configuration2.TestConfigurationUtils.testConvertToHierarchicalOrderOfProperties(),19,126,1,57.26398984
org.apache.commons.configuration2.TestConfigurationUtils.testCopy(),16,143,1,58.5071758
org.apache.commons.configuration2.TestConfigurationUtils.testEnableRuntimeExceptions(),8,85,1,66.65570789
org.apache.commons.configuration2.TestConfigurationUtils.testEnableRuntimeExceptionsInvalid(),11,25,1,67.36020017
org.apache.commons.configuration2.TestConfigurationUtils.testEnableRuntimeExceptionsNull(),9,11,1,71.75784002
org.apache.commons.configuration2.TestConfigurationUtils.testLoadClassCCLNotFound(),6,62,1,70.34058351
org.apache.commons.configuration2.TestConfigurationUtils.testLoadClassCCLNull(),10,41,1,66.75879927
org.apache.commons.configuration2.TestConfigurationUtils.testLoadClassFromCCL(),11,46,1,65.50594229
org.apache.commons.configuration2.TestConfigurationUtils.testLoadClassNoExFound(),9,22,1,69.65002403
org.apache.commons.configuration2.TestConfigurationUtils.testLoadClassNoExNotFound(),8,11,1,72.8736793
org.apache.commons.configuration2.TestConfigurationUtils.testLoadClassNotFound(),8,15,1,71.93051812
org.apache.commons.configuration2.TestConfigurationUtils.testToString(),15,211,1,57.93562833
org.apache.commons.configuration2.TestDataConfiguration.createInternetAddress(String),10,41,1,66.75879927
org.apache.commons.configuration2.TestDataConfiguration.expectedDate(),11,28,1,67.01557493
org.apache.commons.configuration2.TestDataConfiguration.setUp(),258,"7,828",1,19.99511732
org.apache.commons.configuration2.TestDataConfiguration.testClearProperty(),11,51,1,65.19216567
org.apache.commons.configuration2.TestDataConfiguration.testClearPropertyDirect(),11,51,1,65.19216567
org.apache.commons.configuration2.TestDataConfiguration.testClearPropertyDirectNoAbstractConf(),15,66,1,61.46981408
org.apache.commons.configuration2.TestDataConfiguration.testContainsKey(),9,58,1,66.70213929
org.apache.commons.configuration2.TestDataConfiguration.testConversionException(),564,"2,849",63,7.320210401
org.apache.commons.configuration2.TestDataConfiguration.testConversionExceptionCause(),17,58,2,60.54247963
org.apache.commons.configuration2.TestDataConfiguration.testGetArrayInvalidDefaultType(),5,22,1,75.21852928
org.apache.commons.configuration2.TestDataConfiguration.testGetBigDecimalArray(),25,294,1,52.08748354
org.apache.commons.configuration2.TestDataConfiguration.testGetBigDecimalList(),28,303,1,50.92214991
org.apache.commons.configuration2.TestDataConfiguration.testGetBigIntegerArray(),25,294,1,52.08748354
org.apache.commons.configuration2.TestDataConfiguration.testGetBigIntegerList(),29,312,1,50.50069648
org.apache.commons.configuration2.TestDataConfiguration.testGetBooleanArray(),27,330,1,51.00711168
org.apache.commons.configuration2.TestDataConfiguration.testGetBooleanList(),30,316,1,50.14078533
org.apache.commons.configuration2.TestDataConfiguration.testGetByteArray(),27,330,1,51.00711168
org.apache.commons.configuration2.TestDataConfiguration.testGetByteList(),30,330,1,50.00895942
org.apache.commons.configuration2.TestDataConfiguration.testGetCalendar(),31,317,2,49.68603396
