Complexity metrics,Sun, 16 Jun 2019 17:13:20 EDT
Method,ev(G),iv(G),v(G)
"org.apache.commons.collections4.keyvalue.AbstractMapEntryDecorator",1.25,10
"org.apache.commons.collections4.keyvalue.AbstractMapEntryTest",1.00,7
"org.apache.commons.collections4.keyvalue.DefaultKeyValue",1.89,17
"org.apache.commons.collections4.keyvalue.DefaultKeyValueTest",1.00,8
"org.apache.commons.collections4.keyvalue.DefaultMapEntry",1.00,3
"org.apache.commons.collections4.keyvalue.DefaultMapEntryTest",1.00,4
"org.apache.commons.collections4.keyvalue.MultiKey",1.43,20
"org.apache.commons.collections4.keyvalue.MultiKeyTest",1.00,12
"org.apache.commons.collections4.keyvalue.MultiKeyTest.DerivedMultiKey",1.00,3
"org.apache.commons.collections4.keyvalue.MultiKeyTest.SystemHashCodeSimulatingKey",1.00,4
"org.apache.commons.collections4.keyvalue.TiedMapEntry",2.00,14
"org.apache.commons.collections4.keyvalue.TiedMapEntryTest",1.00,3
"org.apache.commons.collections4.keyvalue.UnmodifiableMapEntry",1.00,4
"org.apache.commons.collections4.keyvalue.UnmodifiableMapEntryTest",1.00,6
"org.apache.commons.collections4.list.AbstractLinkedList",1.82,89
"org.apache.commons.collections4.list.AbstractLinkedList.LinkedListIterator",1.42,17
"org.apache.commons.collections4.list.AbstractLinkedList.LinkedSubList",1.50,21
"org.apache.commons.collections4.list.AbstractLinkedList.LinkedSubListIterator",1.00,6
"org.apache.commons.collections4.list.AbstractLinkedList.Node",1.00,9
"org.apache.commons.collections4.list.AbstractLinkedListTest",1.75,14
"org.apache.commons.collections4.list.AbstractListDecorator",1.00,15
"org.apache.commons.collections4.list.AbstractListTest",2.17,104
"org.apache.commons.collections4.list.AbstractListTest.BulkTestSubList",1.00,12
"org.apache.commons.collections4.list.AbstractListTest.TestListIterator",1.00,7
"org.apache.commons.collections4.list.AbstractSerializableListDecorator",1.00,3
"org.apache.commons.collections4.list.Collections701Test",1.00,3
"org.apache.commons.collections4.list.CursorableLinkedList",1.65,33
"org.apache.commons.collections4.list.CursorableLinkedList.Cursor",2.22,20
"org.apache.commons.collections4.list.CursorableLinkedList.SubCursor",1.00,6
"org.apache.commons.collections4.list.CursorableLinkedListTest",1.05,60
"org.apache.commons.collections4.list.FixedSizeList",1.00,23
"org.apache.commons.collections4.list.FixedSizeList.FixedSizeListIterator",1.00,3
"org.apache.commons.collections4.list.FixedSizeListTest",1.00,7
"org.apache.commons.collections4.list.GrowthList",1.43,10
"org.apache.commons.collections4.list.GrowthListTest",1.00,12
"org.apache.commons.collections4.list.LazyList",2.00,8
"org.apache.commons.collections4.list.NodeCachingLinkedList",1.36,19
"org.apache.commons.collections4.list.NodeCachingLinkedListTest",1.43,10
"org.apache.commons.collections4.list.PredicatedList",1.07,16
"org.apache.commons.collections4.list.PredicatedList.PredicatedListIterator",1.00,3
"org.apache.commons.collections4.list.PredicatedListTest",1.00,11
"org.apache.commons.collections4.list.SetUniqueList",1.57,33
"org.apache.commons.collections4.list.SetUniqueList.SetListIterator",1.00,3
"org.apache.commons.collections4.list.SetUniqueList.SetListListIterator",1.17,7
"org.apache.commons.collections4.list.SetUniqueListTest",1.43,40
"org.apache.commons.collections4.list.SetUniqueListTest.SetUniqueList307",1.00,1
"org.apache.commons.collections4.list.TransformedList",1.12,18
"org.apache.commons.collections4.list.TransformedList.TransformedListIterator",1.00,3
"org.apache.commons.collections4.list.TransformedListTest",1.50,12
"org.apache.commons.collections4.list.TreeList",1.44,23
"org.apache.commons.collections4.list.TreeList.AVLNode",3.00,99
"org.apache.commons.collections4.list.TreeList.TreeListIterator",1.82,20
"org.apache.commons.collections4.list.TreeListTest",2.42,29
"org.apache.commons.collections4.list.UnmodifiableList",1.06,18
"org.apache.commons.collections4.list.UnmodifiableListTest",1.00,12
"org.apache.commons.collections4.map.AbstractHashedMap",2.10,107
"org.apache.commons.collections4.map.AbstractHashedMap.EntrySet",1.50,9
"org.apache.commons.collections4.map.AbstractHashedMap.EntrySetIterator",1.00,2
"org.apache.commons.collections4.map.AbstractHashedMap.HashEntry",2.00,14
"org.apache.commons.collections4.map.AbstractHashedMap.HashIterator",2.17,13
"org.apache.commons.collections4.map.AbstractHashedMap.HashMapIterator",1.60,8
"org.apache.commons.collections4.map.AbstractHashedMap.KeySet",1.00,6
"org.apache.commons.collections4.map.AbstractHashedMap.KeySetIterator",1.00,2
"org.apache.commons.collections4.map.AbstractHashedMap.Values",1.00,5
"org.apache.commons.collections4.map.AbstractHashedMap.ValuesIterator",1.00,2
"org.apache.commons.collections4.map.AbstractInputCheckedMapDecorator",1.25,5
"org.apache.commons.collections4.map.AbstractInputCheckedMapDecorator.EntrySet",2.25,9
"org.apache.commons.collections4.map.AbstractInputCheckedMapDecorator.EntrySetIterator",1.00,2
"org.apache.commons.collections4.map.AbstractInputCheckedMapDecorator.MapEntry",1.00,2
"org.apache.commons.collections4.map.AbstractIterableMap",1.00,1
"org.apache.commons.collections4.map.AbstractIterableMapTest",1.86,13
"org.apache.commons.collections4.map.AbstractIterableMapTest.InnerTestMapIterator",1.00,10
"org.apache.commons.collections4.map.AbstractLinkedMap",1.78,41
"org.apache.commons.collections4.map.AbstractLinkedMap.EntrySetIterator",1.00,3
"org.apache.commons.collections4.map.AbstractLinkedMap.KeySetIterator",1.00,3
"org.apache.commons.collections4.map.AbstractLinkedMap.LinkEntry",1.00,1
"org.apache.commons.collections4.map.AbstractLinkedMap.LinkIterator",1.78,16
"org.apache.commons.collections4.map.AbstractLinkedMap.LinkMapIterator",1.50,9
"org.apache.commons.collections4.map.AbstractLinkedMap.ValuesIterator",1.00,3
"org.apache.commons.collections4.map.AbstractMapDecorator",1.11,20
"org.apache.commons.collections4.map.AbstractMapTest",1.86,145
"org.apache.commons.collections4.map.AbstractMapTest.TestMapEntrySet",1.56,28
"org.apache.commons.collections4.map.AbstractMapTest.TestMapKeySet",1.00,12
"org.apache.commons.collections4.map.AbstractMapTest.TestMapValues",1.00,15
"org.apache.commons.collections4.map.AbstractOrderedMapDecorator",1.00,8
"org.apache.commons.collections4.map.AbstractOrderedMapTest",1.80,18
"org.apache.commons.collections4.map.AbstractOrderedMapTest.InnerTestOrderedMapIterator",1.00,9
"org.apache.commons.collections4.map.AbstractReferenceMap",1.70,51
"org.apache.commons.collections4.map.AbstractReferenceMap.ReferenceBaseIterator",2.14,15
"org.apache.commons.collections4.map.AbstractReferenceMap.ReferenceEntry",2.18,24
"org.apache.commons.collections4.map.AbstractReferenceMap.ReferenceEntrySet",1.33,4
"org.apache.commons.collections4.map.AbstractReferenceMap.ReferenceEntrySetIterator",1.00,2
"org.apache.commons.collections4.map.AbstractReferenceMap.ReferenceKeySet",1.33,4
"org.apache.commons.collections4.map.AbstractReferenceMap.ReferenceKeySetIterator",1.00,2
"org.apache.commons.collections4.map.AbstractReferenceMap.ReferenceMapIterator",1.60,8
"org.apache.commons.collections4.map.AbstractReferenceMap.ReferenceStrength",3.00,6
"org.apache.commons.collections4.map.AbstractReferenceMap.ReferenceValues",1.33,4
"org.apache.commons.collections4.map.AbstractReferenceMap.ReferenceValuesIterator",1.00,2
"org.apache.commons.collections4.map.AbstractReferenceMap.SoftRef",1.00,2
"org.apache.commons.collections4.map.AbstractReferenceMap.WeakRef",1.00,2
"org.apache.commons.collections4.map.AbstractSortedMapDecorator",1.17,14
"org.apache.commons.collections4.map.AbstractSortedMapDecorator.SortedMapIterator",1.00,4
"org.apache.commons.collections4.map.AbstractSortedMapTest",1.08,13
"org.apache.commons.collections4.map.AbstractSortedMapTest.TestHeadMap",1.40,7
"org.apache.commons.collections4.map.AbstractSortedMapTest.TestSubMap",1.40,7
"org.apache.commons.collections4.map.AbstractSortedMapTest.TestTailMap",1.40,7
"org.apache.commons.collections4.map.AbstractSortedMapTest.TestViewMap",1.00,16
"org.apache.commons.collections4.map.CaseInsensitiveMap",1.25,10
"org.apache.commons.collections4.map.CaseInsensitiveMapTest",1.20,12
"org.apache.commons.collections4.map.CompositeMap",2.18,48
"org.apache.commons.collections4.map.CompositeMapTest",1.00,23
"org.apache.commons.collections4.map.DefaultedMap",1.44,13
"org.apache.commons.collections4.map.DefaultedMapTest",1.12,9
"org.apache.commons.collections4.map.EmptyMapMutator",1.00,3
"org.apache.commons.collections4.map.EntrySetToMapIteratorAdapter",1.11,10
"org.apache.commons.collections4.map.FixedSizeMap",1.23,16
"org.apache.commons.collections4.map.FixedSizeMapTest",1.00,6
"org.apache.commons.collections4.map.FixedSizeSortedMap",1.12,19
"org.apache.commons.collections4.map.FixedSizeSortedMapTest",1.00,8
"org.apache.commons.collections4.map.Flat3Map",7.35,169
"org.apache.commons.collections4.map.Flat3Map.EntryIterator",1.50,6
"org.apache.commons.collections4.map.Flat3Map.EntrySet",1.60,8
"org.apache.commons.collections4.map.Flat3Map.EntrySetIterator",1.00,2
"org.apache.commons.collections4.map.Flat3Map.FlatMapEntry",3.62,29
"org.apache.commons.collections4.map.Flat3Map.FlatMapIterator",2.78,25
"org.apache.commons.collections4.map.Flat3Map.KeySet",1.33,8
"org.apache.commons.collections4.map.Flat3Map.KeySetIterator",1.00,2
"org.apache.commons.collections4.map.Flat3Map.Values",1.40,7
"org.apache.commons.collections4.map.Flat3Map.ValuesIterator",1.00,2
"org.apache.commons.collections4.map.Flat3MapTest",1.00,49
"org.apache.commons.collections4.map.Flat3MapTest.TestFlatMapIterator",1.00,9
"org.apache.commons.collections4.map.HashedMap",1.00,7
"org.apache.commons.collections4.map.HashedMapTest",1.00,7
"org.apache.commons.collections4.map.IdentityMap",1.00,11
"org.apache.commons.collections4.map.IdentityMap.IdentityEntry",1.67,5
"org.apache.commons.collections4.map.LRUMap",1.64,41
"org.apache.commons.collections4.map.LRUMapTest",2.32,72
"org.apache.commons.collections4.map.LRUMapTest.MockLRUMapSubclass",1.00,2
"org.apache.commons.collections4.map.LRUMapTest.MockLRUMapSubclassBlocksRemove",1.00,2
"org.apache.commons.collections4.map.LRUMapTest.MockLRUMapSubclassFirstBlocksRemove",1.50,3
"org.apache.commons.collections4.map.LRUMapTest.SingleHashCode",1.00,3
"org.apache.commons.collections4.map.LazyMap",1.43,10
"org.apache.commons.collections4.map.LazyMapTest",1.00,7
"org.apache.commons.collections4.map.LazySortedMap",1.00,11
"org.apache.commons.collections4.map.LazySortedMapTest",1.00,8
"org.apache.commons.collections4.map.LinkedMap",1.17,14
"org.apache.commons.collections4.map.LinkedMap.LinkedMapList",1.00,19
"org.apache.commons.collections4.map.LinkedMapTest",1.47,22
"org.apache.commons.collections4.map.LinkedMapTest.TestListView",1.00,9
"org.apache.commons.collections4.map.ListOrderedMap",1.64,46
"org.apache.commons.collections4.map.ListOrderedMap.EntrySetView",1.33,16
"org.apache.commons.collections4.map.ListOrderedMap.KeySetView",1.00,6
"org.apache.commons.collections4.map.ListOrderedMap.ListOrderedIterator",1.00,3
"org.apache.commons.collections4.map.ListOrderedMap.ListOrderedMapEntry",1.00,3
"org.apache.commons.collections4.map.ListOrderedMap.ListOrderedMapIterator",1.45,16
"org.apache.commons.collections4.map.ListOrderedMap.ValuesView",1.00,9
"org.apache.commons.collections4.map.ListOrderedMap2Test",1.55,17
"org.apache.commons.collections4.map.ListOrderedMap2Test.TestListView",1.00,9
"org.apache.commons.collections4.map.ListOrderedMapTest",1.67,35
"org.apache.commons.collections4.map.ListOrderedMapTest.TestKeyListView",1.00,9
"org.apache.commons.collections4.map.ListOrderedMapTest.TestValueListView",1.00,9
"org.apache.commons.collections4.map.MultiKeyMap",2.74,107
"org.apache.commons.collections4.map.MultiKeyMapTest",2.22,51
"org.apache.commons.collections4.map.MultiValueMap",1.81,49
"org.apache.commons.collections4.map.MultiValueMap.ReflectionFactory",1.33,4
"org.apache.commons.collections4.map.MultiValueMap.Values",1.33,4
"org.apache.commons.collections4.map.MultiValueMap.ValuesIterator",1.25,5
"org.apache.commons.collections4.map.MultiValueMapTest",1.14,41
"org.apache.commons.collections4.map.PassiveExpiringMap",1.26,34
"org.apache.commons.collections4.map.PassiveExpiringMap.ConstantTimeToLiveExpirationPolicy",1.50,6
"org.apache.commons.collections4.map.PassiveExpiringMapTest",1.00,20
"org.apache.commons.collections4.map.PassiveExpiringMapTest.TestExpirationPolicy",3.00,3
"org.apache.commons.collections4.map.PredicatedMap",1.56,14
"org.apache.commons.collections4.map.PredicatedMapTest",1.00,8
"org.apache.commons.collections4.map.PredicatedSortedMap",1.00,9
"org.apache.commons.collections4.map.PredicatedSortedMapTest",1.00,11
"org.apache.commons.collections4.map.ReferenceIdentityMap",1.09,12
"org.apache.commons.collections4.map.ReferenceIdentityMapTest",1.23,16
"org.apache.commons.collections4.map.ReferenceMap",1.00,7
"org.apache.commons.collections4.map.ReferenceMapTest",1.54,20
"org.apache.commons.collections4.map.ReferenceMapTest.AccessibleEntry",1.50,3
"org.apache.commons.collections4.map.SingletonMap",1.45,48
"org.apache.commons.collections4.map.SingletonMap.SingletonMapIterator",1.55,17
"org.apache.commons.collections4.map.SingletonMap.SingletonValues",1.00,6
"org.apache.commons.collections4.map.SingletonMapTest",1.00,14
"org.apache.commons.collections4.map.StaticBucketMap",2.37,45
"org.apache.commons.collections4.map.StaticBucketMap.BaseIterator",3.00,9
"org.apache.commons.collections4.map.StaticBucketMap.EntryIterator",1.00,1
"org.apache.commons.collections4.map.StaticBucketMap.EntrySet",2.00,10
"org.apache.commons.collections4.map.StaticBucketMap.KeyIterator",1.00,1
"org.apache.commons.collections4.map.StaticBucketMap.KeySet",1.40,7
"org.apache.commons.collections4.map.StaticBucketMap.Lock",n/a,0
"org.apache.commons.collections4.map.StaticBucketMap.Node",2.20,11
"org.apache.commons.collections4.map.StaticBucketMap.ValueIterator",1.00,1
"org.apache.commons.collections4.map.StaticBucketMap.Values",1.00,3
"org.apache.commons.collections4.map.StaticBucketMapTest",1.38,11
"org.apache.commons.collections4.map.TransformedMap",1.42,17
"org.apache.commons.collections4.map.TransformedMapTest",1.33,8
"org.apache.commons.collections4.map.TransformedSortedMap",1.10,11
"org.apache.commons.collections4.map.TransformedSortedMapTest",1.22,11
"org.apache.commons.collections4.map.UnmodifiableEntrySet",1.50,18
"org.apache.commons.collections4.map.UnmodifiableEntrySet.UnmodifiableEntry",1.00,2
"org.apache.commons.collections4.map.UnmodifiableEntrySet.UnmodifiableEntrySetIterator",1.00,3
"org.apache.commons.collections4.map.UnmodifiableMap",1.17,14
"org.apache.commons.collections4.map.UnmodifiableMapTest",1.00,9
"org.apache.commons.collections4.map.UnmodifiableOrderedMap",1.08,13
"org.apache.commons.collections4.map.UnmodifiableOrderedMapTest",1.00,9
"org.apache.commons.collections4.map.UnmodifiableSortedMap",1.06,18
"org.apache.commons.collections4.map.UnmodifiableSortedMapTest",1.00,9
"org.apache.commons.collections4.multimap.AbstractListValuedMap",1.00,6
"org.apache.commons.collections4.multimap.AbstractListValuedMap.ValuesListIterator",1.18,13
"org.apache.commons.collections4.multimap.AbstractListValuedMap.WrappedList",1.43,20
"org.apache.commons.collections4.multimap.AbstractMultiValuedMap",1.79,52
"org.apache.commons.collections4.multimap.AbstractMultiValuedMap.AsMap",1.18,13
"org.apache.commons.collections4.multimap.AbstractMultiValuedMap.AsMap.AsMapEntrySet",1.20,6
"org.apache.commons.collections4.multimap.AbstractMultiValuedMap.AsMap.AsMapEntrySetIterator",1.00,2
"org.apache.commons.collections4.multimap.AbstractMultiValuedMap.EntryValues",1.25,5
"org.apache.commons.collections4.multimap.AbstractMultiValuedMap.KeysMultiSet",1.17,7
"org.apache.commons.collections4.multimap.AbstractMultiValuedMap.KeysMultiSet.MapEntryTransformer",1.00,3
"org.apache.commons.collections4.multimap.AbstractMultiValuedMap.MultiValuedMapEntry",1.00,2
"org.apache.commons.collections4.multimap.AbstractMultiValuedMap.MultiValuedMapIterator",1.43,10
"org.apache.commons.collections4.multimap.AbstractMultiValuedMap.Values",1.33,4
"org.apache.commons.collections4.multimap.AbstractMultiValuedMap.ValuesIterator",1.25,5
"org.apache.commons.collections4.multimap.AbstractMultiValuedMap.WrappedCollection",1.88,30
"org.apache.commons.collections4.multimap.AbstractMultiValuedMapDecorator",1.08,26
"org.apache.commons.collections4.multimap.AbstractMultiValuedMapTest",1.57,85
"org.apache.commons.collections4.multimap.AbstractMultiValuedMapTest.TestMultiValuedMapAsMap",1.42,17
